index,slice_file_name,ID,fold,Label
7143,105029-7-1-6.wav,105029-7-1-6,9,
7144,105029-7-1-7.wav,105029-7-1-7,9,
7145,105029-7-1-8.wav,105029-7-1-8,9,
7146,105029-7-1-9.wav,105029-7-1-9,9,
7147,105029-7-2-0.wav,105029-7-2-0,9,
7148,105029-7-2-1.wav,105029-7-2-1,9,
7149,105029-7-2-10.wav,105029-7-2-10,9,
7150,105029-7-2-11.wav,105029-7-2-11,9,
7151,105029-7-2-12.wav,105029-7-2-12,9,
7152,105029-7-2-13.wav,105029-7-2-13,9,
7153,105029-7-2-14.wav,105029-7-2-14,9,
7154,105029-7-2-15.wav,105029-7-2-15,9,
7155,105029-7-2-16.wav,105029-7-2-16,9,
7156,105029-7-2-2.wav,105029-7-2-2,9,
7157,105029-7-2-3.wav,105029-7-2-3,9,
7158,105029-7-2-4.wav,105029-7-2-4,9,
7159,105029-7-2-5.wav,105029-7-2-5,9,
7160,105029-7-2-6.wav,105029-7-2-6,9,
7161,105029-7-2-7.wav,105029-7-2-7,9,
7162,105029-7-2-8.wav,105029-7-2-8,9,
7163,105029-7-2-9.wav,105029-7-2-9,9,
7164,105029-7-3-0.wav,105029-7-3-0,9,
7165,105029-7-3-1.wav,105029-7-3-1,9,
7166,105029-7-3-2.wav,105029-7-3-2,9,
7167,105029-7-3-3.wav,105029-7-3-3,9,
7168,105029-7-3-4.wav,105029-7-3-4,9,
7169,105029-7-3-5.wav,105029-7-3-5,9,
7170,105029-7-3-6.wav,105029-7-3-6,9,
7171,105029-7-3-7.wav,105029-7-3-7,9,
7172,105029-7-4-0.wav,105029-7-4-0,9,
7173,105029-7-4-1.wav,105029-7-4-1,9,
7174,105029-7-4-2.wav,105029-7-4-2,9,
7175,105029-7-4-3.wav,105029-7-4-3,9,
7176,105088-3-0-10.wav,105088-3-0-10,9,
7177,105088-3-0-11.wav,105088-3-0-11,9,
7178,105088-3-0-19.wav,105088-3-0-19,9,
7179,105088-3-0-8.wav,105088-3-0-8,9,
7180,106955-6-0-0.wav,106955-6-0-0,9,
7181,110389-3-0-0.wav,110389-3-0-0,9,
7182,116483-3-0-1.wav,116483-3-0-1,9,
7183,116483-3-0-2.wav,116483-3-0-2,9,
7184,116483-3-1-0.wav,116483-3-1-0,9,
7185,116483-3-1-2.wav,116483-3-1-2,9,
7186,119420-3-0-0.wav,119420-3-0-0,9,
7187,119420-3-1-0.wav,119420-3-1-0,9,
7188,119449-5-0-0.wav,119449-5-0-0,9,
7189,119449-5-0-1.wav,119449-5-0-1,9,
7190,119449-5-0-2.wav,119449-5-0-2,9,
7191,119449-5-0-3.wav,119449-5-0-3,9,
7192,119449-5-0-4.wav,119449-5-0-4,9,
7193,119449-5-0-5.wav,119449-5-0-5,9,
7194,119449-5-0-6.wav,119449-5-0-6,9,
7195,119809-7-0-0.wav,119809-7-0-0,9,
7196,119809-7-0-1.wav,119809-7-0-1,9,
7197,119809-7-0-2.wav,119809-7-0-2,9,
7198,119809-7-0-3.wav,119809-7-0-3,9,
7199,119809-7-0-4.wav,119809-7-0-4,9,
7200,119809-7-0-5.wav,119809-7-0-5,9,
7201,119809-7-0-6.wav,119809-7-0-6,9,
7202,127538-4-0-0.wav,127538-4-0-0,9,
7203,127538-4-1-0.wav,127538-4-1-0,9,
7204,127538-4-2-0.wav,127538-4-2-0,9,
7205,12812-5-0-0.wav,12812-5-0-0,9,
7206,12812-5-0-1.wav,12812-5-0-1,9,
7207,12812-5-0-2.wav,12812-5-0-2,9,
7208,13579-2-0-15.wav,13579-2-0-15,9,
7209,13579-2-0-16.wav,13579-2-0-16,9,
7210,13579-2-0-17.wav,13579-2-0-17,9,
7211,13579-2-0-2.wav,13579-2-0-2,9,
7212,13579-2-0-38.wav,13579-2-0-38,9,
7213,13579-2-0-48.wav,13579-2-0-48,9,
7214,13579-2-0-53.wav,13579-2-0-53,9,
7215,13579-2-0-62.wav,13579-2-0-62,9,
7216,136399-6-0-0.wav,136399-6-0-0,9,
7217,136399-6-1-0.wav,136399-6-1-0,9,
7218,136399-6-2-0.wav,136399-6-2-0,9,
7219,136399-6-3-0.wav,136399-6-3-0,9,
7220,136399-6-4-0.wav,136399-6-4-0,9,
7221,136399-6-5-0.wav,136399-6-5-0,9,
7222,136399-6-6-0.wav,136399-6-6-0,9,
7223,136399-6-7-0.wav,136399-6-7-0,9,
7224,136399-6-8-0.wav,136399-6-8-0,9,
7225,136399-6-9-0.wav,136399-6-9-0,9,
7226,137803-3-0-0.wav,137803-3-0-0,9,
7227,137803-3-0-1.wav,137803-3-0-1,9,
7228,137803-3-0-2.wav,137803-3-0-2,9,
7229,137815-4-0-0.wav,137815-4-0-0,9,
7230,137815-4-0-1.wav,137815-4-0-1,9,
7231,137815-4-0-10.wav,137815-4-0-10,9,
7232,137815-4-0-2.wav,137815-4-0-2,9,
7233,137815-4-0-3.wav,137815-4-0-3,9,
7234,137815-4-0-4.wav,137815-4-0-4,9,
7235,137815-4-0-5.wav,137815-4-0-5,9,
7236,137815-4-0-6.wav,137815-4-0-6,9,
7237,137815-4-0-7.wav,137815-4-0-7,9,
7238,137815-4-0-8.wav,137815-4-0-8,9,
7239,137815-4-0-9.wav,137815-4-0-9,9,
7240,138468-1-0-0.wav,138468-1-0-0,9,
7241,14111-4-0-0.wav,14111-4-0-0,9,
7242,14111-4-0-1.wav,14111-4-0-1,9,
7243,14111-4-0-2.wav,14111-4-0-2,9,
7244,14111-4-0-3.wav,14111-4-0-3,9,
7245,14111-4-0-4.wav,14111-4-0-4,9,
7246,14111-4-0-5.wav,14111-4-0-5,9,
7247,14111-4-0-6.wav,14111-4-0-6,9,
7248,14111-4-0-7.wav,14111-4-0-7,9,
7249,14385-9-0-10.wav,14385-9-0-10,9,
7250,14385-9-0-11.wav,14385-9-0-11,9,
7251,14385-9-0-13.wav,14385-9-0-13,9,
7252,14385-9-0-14.wav,14385-9-0-14,9,
7253,14385-9-0-17.wav,14385-9-0-17,9,
7254,14385-9-0-21.wav,14385-9-0-21,9,
7255,14527-9-0-0.wav,14527-9-0-0,9,
7256,14527-9-0-2.wav,14527-9-0-2,9,
7257,14527-9-0-3.wav,14527-9-0-3,9,
7258,14527-9-0-4.wav,14527-9-0-4,9,
7259,14527-9-0-5.wav,14527-9-0-5,9,
7260,14527-9-0-6.wav,14527-9-0-6,9,
7261,14527-9-0-7.wav,14527-9-0-7,9,
7262,145390-9-0-13.wav,145390-9-0-13,9,
7263,145390-9-0-15.wav,145390-9-0-15,9,
7264,145390-9-0-22.wav,145390-9-0-22,9,
7265,145390-9-0-26.wav,145390-9-0-26,9,
7266,145390-9-0-3.wav,145390-9-0-3,9,
7267,145390-9-0-34.wav,145390-9-0-34,9,
7268,145390-9-0-7.wav,145390-9-0-7,9,
7269,145683-6-0-0.wav,145683-6-0-0,9,
7270,145683-6-1-0.wav,145683-6-1-0,9,
7271,145683-6-2-0.wav,145683-6-2-0,9,
7272,145683-6-3-0.wav,145683-6-3-0,9,
7273,145683-6-4-0.wav,145683-6-4-0,9,
7274,145683-6-5-0.wav,145683-6-5-0,9,
7275,146249-4-0-0.wav,146249-4-0-0,9,
7276,148166-6-0-0.wav,148166-6-0-0,9,
7277,149255-9-0-0.wav,149255-9-0-0,9,
7278,149255-9-0-13.wav,149255-9-0-13,9,
7279,149255-9-0-3.wav,149255-9-0-3,9,
7280,149255-9-0-4.wav,149255-9-0-4,9,
7281,149255-9-0-5.wav,149255-9-0-5,9,
7282,149255-9-0-7.wav,149255-9-0-7,9,
7283,149929-9-0-0.wav,149929-9-0-0,9,
7284,149929-9-0-2.wav,149929-9-0-2,9,
7285,149929-9-0-5.wav,149929-9-0-5,9,
7286,149929-9-1-0.wav,149929-9-1-0,9,
7287,149929-9-1-1.wav,149929-9-1-1,9,
7288,149929-9-1-4.wav,149929-9-1-4,9,
7289,152570-9-0-0.wav,152570-9-0-0,9,
7290,152570-9-1-41.wav,152570-9-1-41,9,
7291,152570-9-1-42.wav,152570-9-1-42,9,
7292,152570-9-1-61.wav,152570-9-1-61,9,
7293,152570-9-1-63.wav,152570-9-1-63,9,
7294,152570-9-1-81.wav,152570-9-1-81,9,
7295,152588-3-0-0.wav,152588-3-0-0,9,
7296,152588-3-1-0.wav,152588-3-1-0,9,
7297,152588-3-2-0.wav,152588-3-2-0,9,
7298,152588-3-3-0.wav,152588-3-3-0,9,
7299,155044-9-0-11.wav,155044-9-0-11,9,
7300,155044-9-0-15.wav,155044-9-0-15,9,
7301,155044-9-0-19.wav,155044-9-0-19,9,
7302,155044-9-0-3.wav,155044-9-0-3,9,
7303,155044-9-0-37.wav,155044-9-0-37,9,
7304,155044-9-0-38.wav,155044-9-0-38,9,
7305,155130-1-0-0.wav,155130-1-0-0,9,
7306,155130-1-1-0.wav,155130-1-1-0,9,
7307,155242-9-0-12.wav,155242-9-0-12,9,
7308,155242-9-0-15.wav,155242-9-0-15,9,
7309,155242-9-0-27.wav,155242-9-0-27,9,
7310,155242-9-0-35.wav,155242-9-0-35,9,
7311,155242-9-0-4.wav,155242-9-0-4,9,
7312,155242-9-0-44.wav,155242-9-0-44,9,
7313,155312-3-0-0.wav,155312-3-0-0,9,
7314,156200-2-0-0.wav,156200-2-0-0,9,
7315,157801-6-0-0.wav,157801-6-0-0,9,
7316,157866-8-0-0.wav,157866-8-0-0,9,
7317,157866-8-0-1.wav,157866-8-0-1,9,
7318,157866-8-0-10.wav,157866-8-0-10,9,
7319,157866-8-0-11.wav,157866-8-0-11,9,
7320,157866-8-0-12.wav,157866-8-0-12,9,
7321,157866-8-0-13.wav,157866-8-0-13,9,
7322,157866-8-0-14.wav,157866-8-0-14,9,
7323,157866-8-0-15.wav,157866-8-0-15,9,
7324,157866-8-0-16.wav,157866-8-0-16,9,
7325,157866-8-0-17.wav,157866-8-0-17,9,
7326,157866-8-0-18.wav,157866-8-0-18,9,
7327,157866-8-0-19.wav,157866-8-0-19,9,
7328,157866-8-0-2.wav,157866-8-0-2,9,
7329,157866-8-0-20.wav,157866-8-0-20,9,
7330,157866-8-0-21.wav,157866-8-0-21,9,
7331,157866-8-0-22.wav,157866-8-0-22,9,
7332,157866-8-0-23.wav,157866-8-0-23,9,
7333,157866-8-0-24.wav,157866-8-0-24,9,
7334,157866-8-0-25.wav,157866-8-0-25,9,
7335,157866-8-0-26.wav,157866-8-0-26,9,
7336,157866-8-0-27.wav,157866-8-0-27,9,
7337,157866-8-0-3.wav,157866-8-0-3,9,
7338,157866-8-0-4.wav,157866-8-0-4,9,
7339,157866-8-0-5.wav,157866-8-0-5,9,
7340,157866-8-0-6.wav,157866-8-0-6,9,
7341,157866-8-0-7.wav,157866-8-0-7,9,
7342,157866-8-0-8.wav,157866-8-0-8,9,
7343,157866-8-0-9.wav,157866-8-0-9,9,
7344,159707-6-0-0.wav,159707-6-0-0,9,
7345,159726-3-0-0.wav,159726-3-0-0,9,
7346,159726-3-1-0.wav,159726-3-1-0,9,
7347,159735-2-0-11.wav,159735-2-0-11,9,
7348,159735-2-0-121.wav,159735-2-0-121,9,
7349,159735-2-0-17.wav,159735-2-0-17,9,
7350,159735-2-0-22.wav,159735-2-0-22,9,
7351,159735-2-0-34.wav,159735-2-0-34,9,
7352,159735-2-0-80.wav,159735-2-0-80,9,
7353,159735-2-0-9.wav,159735-2-0-9,9,
7354,159735-2-0-99.wav,159735-2-0-99,9,
7355,159744-8-0-0.wav,159744-8-0-0,9,
7356,159744-8-0-1.wav,159744-8-0-1,9,
7357,159744-8-0-10.wav,159744-8-0-10,9,
7358,159744-8-0-11.wav,159744-8-0-11,9,
7359,159744-8-0-12.wav,159744-8-0-12,9,
7360,159744-8-0-13.wav,159744-8-0-13,9,
7361,159744-8-0-2.wav,159744-8-0-2,9,
7362,159744-8-0-3.wav,159744-8-0-3,9,
7363,159744-8-0-4.wav,159744-8-0-4,9,
7364,159744-8-0-5.wav,159744-8-0-5,9,
7365,159744-8-0-6.wav,159744-8-0-6,9,
7366,159744-8-0-7.wav,159744-8-0-7,9,
7367,159744-8-0-8.wav,159744-8-0-8,9,
7368,159744-8-0-9.wav,159744-8-0-9,9,
7369,159745-8-0-0.wav,159745-8-0-0,9,
7370,159745-8-1-0.wav,159745-8-1-0,9,
7371,159745-8-1-1.wav,159745-8-1-1,9,
7372,159745-8-1-2.wav,159745-8-1-2,9,
7373,159745-8-1-3.wav,159745-8-1-3,9,
7374,159745-8-1-4.wav,159745-8-1-4,9,
7375,159745-8-1-5.wav,159745-8-1-5,9,
7376,159745-8-1-6.wav,159745-8-1-6,9,
7377,159745-8-1-7.wav,159745-8-1-7,9,
7378,159748-8-0-0.wav,159748-8-0-0,9,
7379,159748-8-0-1.wav,159748-8-0-1,9,
7380,159748-8-0-2.wav,159748-8-0-2,9,
7381,159748-8-0-3.wav,159748-8-0-3,9,
7382,159748-8-0-4.wav,159748-8-0-4,9,
7383,159748-8-0-5.wav,159748-8-0-5,9,
7384,159748-8-0-6.wav,159748-8-0-6,9,
7385,159748-8-0-7.wav,159748-8-0-7,9,
7386,159748-8-0-8.wav,159748-8-0-8,9,
7387,159748-8-0-9.wav,159748-8-0-9,9,
7388,159748-8-1-0.wav,159748-8-1-0,9,
7389,159748-8-2-0.wav,159748-8-2-0,9,
7390,159748-8-2-1.wav,159748-8-2-1,9,
7391,159748-8-2-2.wav,159748-8-2-2,9,
7392,159748-8-2-3.wav,159748-8-2-3,9,
7393,159748-8-2-4.wav,159748-8-2-4,9,
7394,159748-8-2-5.wav,159748-8-2-5,9,
7395,159748-8-2-6.wav,159748-8-2-6,9,
7396,159748-8-2-7.wav,159748-8-2-7,9,
7397,159748-8-2-8.wav,159748-8-2-8,9,
7398,159755-8-0-0.wav,159755-8-0-0,9,
7399,159755-8-0-1.wav,159755-8-0-1,9,
7400,159755-8-0-2.wav,159755-8-0-2,9,
7401,159755-8-0-3.wav,159755-8-0-3,9,
7402,161005-2-0-0.wav,161005-2-0-0,9,
7403,161005-2-0-12.wav,161005-2-0-12,9,
7404,161005-2-0-14.wav,161005-2-0-14,9,
7405,161005-2-0-19.wav,161005-2-0-19,9,
7406,161005-2-0-27.wav,161005-2-0-27,9,
7407,161005-2-0-28.wav,161005-2-0-28,9,
7408,161005-2-0-4.wav,161005-2-0-4,9,
7409,161005-2-0-6.wav,161005-2-0-6,9,
7410,164625-1-0-0.wav,164625-1-0-0,9,
7411,165454-0-0-0.wav,165454-0-0-0,9,
7412,165454-0-0-1.wav,165454-0-0-1,9,
7413,165454-0-0-10.wav,165454-0-0-10,9,
7414,165454-0-0-11.wav,165454-0-0-11,9,
7415,165454-0-0-12.wav,165454-0-0-12,9,
7416,165454-0-0-2.wav,165454-0-0-2,9,
7417,165454-0-0-3.wav,165454-0-0-3,9,
7418,165454-0-0-4.wav,165454-0-0-4,9,
7419,165454-0-0-5.wav,165454-0-0-5,9,
7420,165454-0-0-6.wav,165454-0-0-6,9,
7421,165454-0-0-7.wav,165454-0-0-7,9,
7422,165454-0-0-8.wav,165454-0-0-8,9,
7423,165454-0-0-9.wav,165454-0-0-9,9,
7424,165567-3-0-0.wav,165567-3-0-0,9,
7425,165567-3-2-0.wav,165567-3-2-0,9,
7426,165567-3-3-0.wav,165567-3-3-0,9,
7427,165567-3-4-0.wav,165567-3-4-0,9,
7428,16772-8-0-0.wav,16772-8-0-0,9,
7429,168906-9-0-114.wav,168906-9-0-114,9,
7430,168906-9-0-128.wav,168906-9-0-128,9,
7431,168906-9-0-28.wav,168906-9-0-28,9,
7432,168906-9-0-47.wav,168906-9-0-47,9,
7433,168906-9-0-73.wav,168906-9-0-73,9,
7434,168906-9-0-95.wav,168906-9-0-95,9,
7435,171406-9-0-124.wav,171406-9-0-124,9,
7436,171406-9-0-183.wav,171406-9-0-183,9,
7437,171406-9-0-23.wav,171406-9-0-23,9,
7438,171406-9-0-57.wav,171406-9-0-57,9,
7439,171406-9-0-7.wav,171406-9-0-7,9,
7440,171406-9-0-90.wav,171406-9-0-90,9,
7441,174282-6-0-0.wav,174282-6-0-0,9,
7442,174282-6-1-0.wav,174282-6-1-0,9,
7443,174282-6-2-0.wav,174282-6-2-0,9,
7444,174287-6-0-0.wav,174287-6-0-0,9,
7445,174287-6-1-0.wav,174287-6-1-0,9,
7446,174287-6-2-0.wav,174287-6-2-0,9,
7447,174287-6-3-0.wav,174287-6-3-0,9,
7448,174786-2-0-18.wav,174786-2-0-18,9,
7449,174786-2-0-19.wav,174786-2-0-19,9,
7450,174786-2-0-27.wav,174786-2-0-27,9,
7451,174786-2-0-30.wav,174786-2-0-30,9,
7452,174786-2-0-39.wav,174786-2-0-39,9,
7453,174786-2-0-60.wav,174786-2-0-60,9,
7454,174786-2-0-75.wav,174786-2-0-75,9,
7455,174786-2-0-89.wav,174786-2-0-89,9,
7456,175843-1-0-0.wav,175843-1-0-0,9,
7457,175853-1-0-0.wav,175853-1-0-0,9,
7458,175915-3-0-0.wav,175915-3-0-0,9,
7459,175915-3-0-1.wav,175915-3-0-1,9,
7460,175915-3-0-3.wav,175915-3-0-3,9,
7461,175915-3-1-8.wav,175915-3-1-8,9,
7462,177620-3-0-20.wav,177620-3-0-20,9,
7463,177620-3-0-21.wav,177620-3-0-21,9,
7464,177620-3-0-25.wav,177620-3-0-25,9,
7465,177620-3-0-8.wav,177620-3-0-8,9,
7466,178118-3-0-0.wav,178118-3-0-0,9,
7467,178118-3-1-0.wav,178118-3-1-0,9,
7468,178118-3-2-0.wav,178118-3-2-0,9,
7469,180029-4-1-0.wav,180029-4-1-0,9,
7470,180029-4-10-0.wav,180029-4-10-0,9,
7471,180029-4-11-0.wav,180029-4-11-0,9,
7472,180029-4-12-0.wav,180029-4-12-0,9,
7473,180029-4-13-0.wav,180029-4-13-0,9,
7474,180029-4-14-0.wav,180029-4-14-0,9,
7475,180029-4-15-0.wav,180029-4-15-0,9,
7476,180029-4-16-0.wav,180029-4-16-0,9,
7477,180029-4-19-0.wav,180029-4-19-0,9,
7478,180029-4-2-0.wav,180029-4-2-0,9,
7479,180029-4-20-0.wav,180029-4-20-0,9,
7480,180029-4-4-0.wav,180029-4-4-0,9,
7481,180029-4-5-0.wav,180029-4-5-0,9,
7482,180029-4-6-0.wav,180029-4-6-0,9,
7483,180029-4-7-0.wav,180029-4-7-0,9,
7484,180029-4-8-0.wav,180029-4-8-0,9,
7485,180029-4-9-0.wav,180029-4-9-0,9,
7486,180156-1-0-0.wav,180156-1-0-0,9,
7487,180156-1-1-0.wav,180156-1-1-0,9,
7488,180156-1-10-0.wav,180156-1-10-0,9,
7489,180156-1-11-0.wav,180156-1-11-0,9,
7490,180156-1-12-0.wav,180156-1-12-0,9,
7491,180156-1-2-0.wav,180156-1-2-0,9,
7492,180156-1-3-0.wav,180156-1-3-0,9,
7493,180156-1-4-0.wav,180156-1-4-0,9,
7494,180156-1-5-0.wav,180156-1-5-0,9,
7495,180156-1-6-0.wav,180156-1-6-0,9,
7496,180156-1-7-0.wav,180156-1-7-0,9,
7497,180156-1-8-0.wav,180156-1-8-0,9,
7498,180156-1-9-0.wav,180156-1-9-0,9,
7499,180937-4-0-11.wav,180937-4-0-11,9,
7500,180937-4-0-13.wav,180937-4-0-13,9,
7501,180937-4-0-14.wav,180937-4-0-14,9,
7502,180937-4-0-19.wav,180937-4-0-19,9,
7503,180937-4-0-20.wav,180937-4-0-20,9,
7504,180937-4-1-12.wav,180937-4-1-12,9,
7505,180937-4-1-20.wav,180937-4-1-20,9,
7506,180937-4-1-27.wav,180937-4-1-27,9,
7507,180937-4-1-30.wav,180937-4-1-30,9,
7508,180937-4-1-46.wav,180937-4-1-46,9,
7509,180937-4-1-47.wav,180937-4-1-47,9,
7510,180937-4-1-54.wav,180937-4-1-54,9,
7511,180937-4-2-1.wav,180937-4-2-1,9,
7512,180937-4-2-2.wav,180937-4-2-2,9,
7513,180937-4-3-12.wav,180937-4-3-12,9,
7514,180937-4-3-9.wav,180937-4-3-9,9,
7515,184449-2-0-12.wav,184449-2-0-12,9,
7516,184449-2-0-13.wav,184449-2-0-13,9,
7517,184449-2-0-15.wav,184449-2-0-15,9,
7518,184449-2-0-16.wav,184449-2-0-16,9,
7519,184449-2-0-19.wav,184449-2-0-19,9,
7520,184449-2-0-24.wav,184449-2-0-24,9,
7521,184449-2-0-28.wav,184449-2-0-28,9,
7522,184449-2-0-33.wav,184449-2-0-33,9,
7523,184575-3-0-0.wav,184575-3-0-0,9,
7524,184575-3-0-1.wav,184575-3-0-1,9,
7525,184575-3-0-2.wav,184575-3-0-2,9,
7526,184575-3-0-3.wav,184575-3-0-3,9,
7527,185374-9-0-16.wav,185374-9-0-16,9,
7528,185374-9-0-18.wav,185374-9-0-18,9,
7529,185374-9-0-23.wav,185374-9-0-23,9,
7530,185374-9-0-30.wav,185374-9-0-30,9,
7531,185374-9-0-33.wav,185374-9-0-33,9,
7532,185374-9-0-35.wav,185374-9-0-35,9,
7533,185374-9-0-60.wav,185374-9-0-60,9,
7534,18592-5-0-0.wav,18592-5-0-0,9,
7535,18592-5-0-1.wav,18592-5-0-1,9,
7536,18592-5-0-2.wav,18592-5-0-2,9,
7537,18592-5-0-3.wav,18592-5-0-3,9,
7538,18592-5-0-4.wav,18592-5-0-4,9,
7539,187075-5-0-0.wav,187075-5-0-0,9,
7540,187075-5-0-1.wav,187075-5-0-1,9,
7541,187075-5-0-2.wav,187075-5-0-2,9,
7542,187075-5-0-3.wav,187075-5-0-3,9,
7543,187075-5-0-4.wav,187075-5-0-4,9,
7544,187075-5-0-5.wav,187075-5-0-5,9,
7545,187075-5-0-6.wav,187075-5-0-6,9,
7546,187075-5-0-7.wav,187075-5-0-7,9,
7547,187075-5-0-8.wav,187075-5-0-8,9,
7548,187378-3-0-12.wav,187378-3-0-12,9,
7549,187378-3-0-19.wav,187378-3-0-19,9,
7550,187378-3-0-30.wav,187378-3-0-30,9,
7551,187378-3-0-7.wav,187378-3-0-7,9,
7552,188823-7-0-0.wav,188823-7-0-0,9,
7553,188823-7-0-1.wav,188823-7-0-1,9,
7554,188823-7-0-2.wav,188823-7-0-2,9,
7555,188823-7-0-3.wav,188823-7-0-3,9,
7556,188823-7-0-4.wav,188823-7-0-4,9,
7557,188823-7-1-0.wav,188823-7-1-0,9,
7558,188823-7-1-1.wav,188823-7-1-1,9,
7559,188823-7-1-2.wav,188823-7-1-2,9,
7560,188823-7-1-3.wav,188823-7-1-3,9,
7561,188823-7-2-0.wav,188823-7-2-0,9,
7562,188823-7-2-1.wav,188823-7-2-1,9,
7563,188823-7-2-2.wav,188823-7-2-2,9,
7564,188823-7-2-3.wav,188823-7-2-3,9,
7565,188823-7-3-0.wav,188823-7-3-0,9,
7566,188823-7-4-0.wav,188823-7-4-0,9,
7567,188823-7-5-0.wav,188823-7-5-0,9,
7568,188823-7-6-0.wav,188823-7-6-0,9,
7569,189988-0-0-0.wav,189988-0-0-0,9,
7570,189988-0-0-1.wav,189988-0-0-1,9,
7571,189988-0-0-2.wav,189988-0-0-2,9,
7572,189988-0-0-3.wav,189988-0-0-3,9,
7573,189988-0-0-4.wav,189988-0-0-4,9,
7574,189988-0-0-5.wav,189988-0-0-5,9,
7575,189989-0-0-0.wav,189989-0-0-0,9,
7576,189989-0-0-1.wav,189989-0-0-1,9,
7577,189989-0-0-2.wav,189989-0-0-2,9,
7578,190894-2-0-0.wav,190894-2-0-0,9,
7579,190894-2-0-2.wav,190894-2-0-2,9,
7580,190894-2-0-3.wav,190894-2-0-3,9,
7581,190894-2-0-4.wav,190894-2-0-4,9,
7582,190894-2-0-5.wav,190894-2-0-5,9,
7583,190894-2-0-6.wav,190894-2-0-6,9,
7584,190894-2-0-7.wav,190894-2-0-7,9,
7585,190894-2-0-8.wav,190894-2-0-8,9,
7586,192123-2-0-0.wav,192123-2-0-0,9,
7587,192123-2-0-10.wav,192123-2-0-10,9,
7588,192123-2-0-11.wav,192123-2-0-11,9,
7589,192123-2-0-17.wav,192123-2-0-17,9,
7590,192123-2-0-18.wav,192123-2-0-18,9,
7591,192123-2-0-22.wav,192123-2-0-22,9,
7592,192123-2-0-23.wav,192123-2-0-23,9,
7593,192123-2-0-4.wav,192123-2-0-4,9,
7594,194310-9-0-15.wav,194310-9-0-15,9,
7595,194310-9-0-3.wav,194310-9-0-3,9,
